Wall time,Step,Value
1686833761.9342039,1,0.6994359493255615
1686833765.680493,2,0.6972167491912842
1686833769.6552188,3,0.6965517997741699
1686833773.4290178,4,0.6979484558105469
1686833777.1616547,5,0.6987416744232178
1686833780.8255486,6,0.6971778273582458
1686833784.5433598,7,0.6973423361778259
1686833788.4579916,8,0.6960365772247314
1686833792.4635024,9,0.6966738104820251
1686833796.445514,10,0.6964120864868164
1686833800.2368097,11,0.6966017484664917
1686833804.0248675,12,0.6944607496261597
1686833807.9361732,13,0.693156361579895
1686833812.0146341,14,0.6921064853668213
1686833816.5499063,15,0.6376509666442871
1686833820.899056,16,0.5664706826210022
1686833825.3661034,17,0.5561214685440063
1686833829.9676962,18,0.5688638091087341
1686833834.275668,19,0.559068500995636
1686833838.529225,20,0.5538594722747803
1686833842.9579167,21,0.6069519519805908
1686833847.5207636,22,0.5922892689704895
1686833851.8669784,23,0.5883166193962097
1686833856.4194496,24,0.5711261034011841
1686833860.8258114,25,0.5864836573600769
1686833865.1833029,26,0.587617814540863
1686833869.5156987,27,0.5828793048858643
1686833874.0023565,28,0.5860975384712219
1686833878.301205,29,0.5872971415519714
1686833882.9477887,30,0.578012228012085
1686833887.4385417,31,0.5761405229568481
1686833892.06762,32,0.5733757019042969
1686833896.731971,33,0.5843204855918884
1686833901.2279437,34,0.5693581104278564
1686833905.6682606,35,0.5713446140289307
1686833910.2438567,36,0.5676555633544922
1686833914.7117372,37,0.5719514489173889
1686833919.0544548,38,0.5767925381660461
1686833923.4820755,39,0.5699126720428467
1686833927.8632894,40,0.5863312482833862
1686833932.3275766,41,0.5685926079750061
1686833936.7142847,42,0.5719903707504272
1686833941.1919956,43,0.5872523784637451
1686833945.7293172,44,0.5804866552352905
1686833950.2473829,45,0.5699896216392517
1686833954.6795003,46,0.5696030855178833
1686833959.0814886,47,0.5938414335250854
1686833963.4313452,48,0.587674081325531
1686833968.0848868,49,0.5717982649803162
1686833972.6405168,50,0.5668585300445557
1686833977.187158,51,0.5858575105667114
1686833981.562578,52,0.5714778304100037
1686833986.1231415,53,0.597362756729126
1686833990.5741851,54,0.5692487359046936
1686833995.28931,55,0.5725171566009521
1686833999.7771003,56,0.5988373160362244
1686834004.1803315,57,0.5692772269248962
1686834008.759123,58,0.5708891153335571
1686834013.2298532,59,0.5752931237220764
1686834017.5257058,60,0.5954381823539734
1686834021.9912217,61,0.5714265704154968
1686834026.5915656,62,0.5717293620109558
1686834031.2552443,63,0.5743330717086792
1686834035.793111,64,0.5917459726333618
1686834040.3568954,65,0.570402979850769
1686834044.7173035,66,0.5718392729759216
1686834049.5384238,67,0.5705482363700867
1686834053.9236796,68,0.5679990649223328
1686834058.3769627,69,0.5778511166572571
1686834062.7015953,70,0.5652012825012207
1686834067.0828154,71,0.5897242426872253
1686834071.6347108,72,0.5669417381286621
1686834076.0904624,73,0.5900962352752686
1686834080.7458286,74,0.5632707476615906
1686834085.3629131,75,0.5652216076850891
1686834089.8164697,76,0.556975245475769
1686834094.1836824,77,0.5632519721984863
1686834098.8593173,78,0.5901063084602356
1686834103.2953138,79,0.5668405294418335
1686834107.6309693,80,0.5643030405044556
1686834112.362363,81,0.5866949558258057
1686834116.719367,82,0.5588936805725098
1686834121.1004603,83,0.5567374229431152
1686834125.6819437,84,0.5632061958312988
1686834130.05267,85,0.5604754090309143
1686834134.3871946,86,0.562858521938324
1686834138.715543,87,0.5769990086555481
1686834143.033531,88,0.584222674369812
1686834147.3177476,89,0.5608857870101929
1686834151.5535502,90,0.5636905431747437
1686834155.933867,91,0.5610563158988953
1686834160.152378,92,0.5820077657699585
1686834164.4606423,93,0.5595888495445251
1686834168.757881,94,0.564950168132782
1686834173.2269845,95,0.5596126317977905
1686834177.5195892,96,0.5579835772514343
1686834181.8478596,97,0.5606254935264587
1686834186.166765,98,0.5645267963409424
1686834190.5468116,99,0.5662809014320374
1686834195.226375,100,0.5652227401733398
1686834199.6954122,101,0.5615215301513672
1686834204.0724304,102,0.5810625553131104
1686834208.5219607,103,0.5775975584983826
1686834212.911291,104,0.5556862950325012
1686834217.1197248,105,0.558559238910675
1686834221.435112,106,0.5646147131919861
1686834225.7565768,107,0.5632323622703552
1686834230.1861384,108,0.5795472860336304
1686834234.4723938,109,0.5822625756263733
1686834239.3535502,110,0.5793473720550537
1686834243.5055585,111,0.5626860857009888
1686834247.7254605,112,0.5671366453170776
1686834251.8999949,113,0.5588390827178955
1686834256.0985072,114,0.5607353448867798
1686834260.3100545,115,0.5751209259033203
1686834264.669096,116,0.560695230960846
1686834269.1646798,117,0.5651727914810181
1686834273.5748699,118,0.5639238357543945
1686834278.0447857,119,0.5773494243621826
1686834282.3117547,120,0.5665822625160217
1686834286.738602,121,0.5560466051101685
1686834291.288625,122,0.5619756579399109
1686834295.4515753,123,0.5511864423751831
1686834299.8451507,124,0.571662187576294
1686834304.063989,125,0.5593550801277161
1686834308.4284506,126,0.558674156665802
1686834312.73276,127,0.55939120054245
1686834317.1681645,128,0.573847770690918
1686834321.6155856,129,0.5590356588363647
1686834325.9801838,130,0.5810612440109253
1686834330.3984892,131,0.5609093308448792
1686834334.8086464,132,0.5754740834236145
1686834339.152311,133,0.5740154981613159
1686834343.444725,134,0.5637560486793518
1686834347.8141067,135,0.5743962526321411
1686834352.1838396,136,0.5604075789451599
1686834356.6648223,137,0.5635072588920593
1686834360.9961739,138,0.5619637370109558
1686834365.5480788,139,0.5746379494667053
1686834369.7986908,140,0.5593757033348083
1686834374.1352167,141,0.5639012455940247
1686834378.2695315,142,0.5535696744918823
1686834382.5366836,143,0.5639618635177612
1686834386.870736,144,0.5627939701080322
1686834391.3200753,145,0.5586287975311279
1686834395.695582,146,0.5723004341125488
1686834400.0766752,147,0.5600152015686035
1686834404.2870612,148,0.5539836287498474
1686834408.680213,149,0.5519685745239258
1686834412.894228,150,0.5584032535552979
1686834417.1838033,151,0.5562324523925781
1686834421.5960407,152,0.5773345828056335
1686834425.9190285,153,0.5458552837371826
1686834430.1544259,154,0.5611214637756348
1686834434.6511564,155,0.553008496761322
1686834439.2248425,156,0.573124885559082
1686834443.657103,157,0.5515404343605042
1686834447.9661367,158,0.5815200209617615
1686834452.3201332,159,0.5704232454299927
1686834456.7676656,160,0.5605179667472839
1686834461.0356042,161,0.5671839118003845
1686834465.6416628,162,0.5594951510429382
1686834470.008075,163,0.5574336647987366
1686834474.487667,164,0.5561257004737854
1686834478.7775369,165,0.5547775626182556
1686834483.1576872,166,0.5514475703239441
1686834487.5181568,167,0.5476520657539368
1686834492.0446854,168,0.5676748156547546
1686834496.4338527,169,0.5598388910293579
1686834500.7366202,170,0.5617657899856567
1686834505.1584337,171,0.5613546967506409
1686834509.5434542,172,0.5580382943153381
1686834514.1210842,173,0.5620763301849365
1686834518.7327251,174,0.5648522973060608
1686834523.2647622,175,0.5582682490348816
1686834527.7179925,176,0.572550356388092
1686834532.0710711,177,0.5662635564804077
1686834536.3920524,178,0.5619692206382751
1686834540.6291876,179,0.5584103465080261
1686834544.9046166,180,0.5868632793426514
1686834549.5856504,181,0.5650644302368164
1686834554.0898328,182,0.5701201558113098
1686834558.5320985,183,0.5680416226387024
1686834562.9676728,184,0.5799258947372437
1686834567.594605,185,0.5834230184555054
1686834571.9806643,186,0.5752019286155701
1686834576.463548,187,0.5656045079231262
1686834580.7536805,188,0.5642755031585693
1686834585.0585244,189,0.5788124203681946
1686834589.4528754,190,0.5785901546478271
1686834593.7355933,191,0.5606088638305664
1686834598.2318954,192,0.5669232606887817
1686834602.7702703,193,0.5642676949501038
1686834607.1963239,194,0.5730953216552734
1686834611.627782,195,0.5623944997787476
1686834616.348637,196,0.5618975758552551
1686834620.9621768,197,0.5669206976890564
1686834625.218508,198,0.5605284571647644
1686834629.7035992,199,0.5668723583221436
1686834634.4126754,200,0.5528461337089539
1686834638.9186056,201,0.5514482259750366
1686834643.4620883,202,0.5723837018013
1686834648.228988,203,0.5687658190727234
1686834652.968823,204,0.5652861595153809
1686834657.7298481,205,0.5522769689559937
1686834662.2842424,206,0.5516896843910217
1686834666.8225937,207,0.5435722470283508
1686834671.5557618,208,0.5564545392990112
1686834675.9856982,209,0.5606144070625305
1686834680.5846684,210,0.5486016273498535
1686834685.0117035,211,0.5489403009414673
1686834689.5931704,212,0.5738462209701538
1686834694.341869,213,0.5487363934516907
1686834698.935744,214,0.5466790795326233
1686834703.3780973,215,0.5719702839851379
1686834708.1031818,216,0.5473871827125549
1686834712.856255,217,0.5479924082756042
1686834717.4081144,218,0.563779354095459
1686834721.899259,219,0.5448601841926575
1686834726.5241644,220,0.5490033626556396
1686834731.1027243,221,0.565460741519928
1686834735.8099186,222,0.5460817813873291
1686834740.4725726,223,0.54947829246521
1686834744.9059794,224,0.5497391223907471
1686834749.4774528,225,0.5692522525787354
1686834753.8908484,226,0.5467872619628906
1686834758.3265848,227,0.5667903423309326
1686834763.1249237,228,0.5489470958709717
1686834767.8580647,229,0.5567633509635925
1686834772.3959374,230,0.5549036860466003
1686834776.9591753,231,0.5640473365783691
1686834781.3328338,232,0.5446971654891968
1686834786.007614,233,0.5409989953041077
1686834790.785401,234,0.5650822520256042
1686834795.5535665,235,0.545768678188324
1686834800.013015,236,0.5449246168136597
1686834804.502274,237,0.5468763113021851
1686834808.9801457,238,0.5461335778236389
1686834813.7376292,239,0.5507240891456604
1686834818.6272457,240,0.5439842343330383
1686834823.4252584,241,0.5436530113220215
1686834828.0662582,242,0.5462887287139893
1686834832.634779,243,0.5438343286514282
1686834837.1377969,244,0.5449904203414917
1686834841.6566474,245,0.5711801052093506
1686834846.1905572,246,0.5402316451072693
1686834850.6617925,247,0.5377471446990967
1686834855.1275494,248,0.553016185760498
1686834859.6892538,249,0.5547274947166443
1686834864.363577,250,0.5650862455368042
1686834869.1501343,251,0.5423710346221924
1686834873.6454246,252,0.5556610226631165
1686834878.1151638,253,0.5431393384933472
1686834882.7049603,254,0.5586130023002625
1686834887.3756092,255,0.5470113158226013
1686834891.7743068,256,0.532008945941925
1686834896.3305142,257,0.5568652749061584
1686834900.8760912,258,0.5391516089439392
1686834905.4592557,259,0.5411555767059326
1686834910.1527812,260,0.5403726696968079
1686834914.768781,261,0.5558822154998779
1686834919.259226,262,0.5571628212928772
1686834923.839255,263,0.5365557670593262
1686834928.4661856,264,0.5588310956954956
1686834933.0606143,265,0.5368373394012451
1686834937.6427279,266,0.5688560605049133
1686834942.3313122,267,0.5806450247764587
1686834946.988068,268,0.5733098983764648
1686834951.3804147,269,0.5734514594078064
1686834955.8719492,270,0.5683441162109375
1686834960.5238767,271,0.5681037902832031
1686834965.2142015,272,0.5953786373138428
1686834970.006961,273,0.6066587567329407
1686834974.903695,274,0.590606689453125
1686834979.6920083,275,0.5918417572975159
1686834984.3951075,276,0.5894083380699158
1686834989.0596423,277,0.5907436609268188
1686834993.8593001,278,0.5860474109649658
1686834998.5564303,279,0.589221179485321
1686835003.4467568,280,0.5829830765724182
1686835008.0521398,281,0.5951412320137024
1686835012.6028006,282,0.5955097675323486
1686835017.147136,283,0.6020047068595886
1686835022.0188115,284,0.5973796248435974
1686835026.7210217,285,0.5818843245506287
1686835031.3945591,286,0.5877772569656372
