Wall time,Step,Value
1686686489.747281,1,0.6814532279968262
1686686495.560375,2,0.656280517578125
1686686501.351043,3,0.6054331064224243
1686686507.122793,4,0.5615121126174927
1686686513.0563214,5,0.5614372491836548
1686686518.8230293,6,0.5544503927230835
1686686524.642243,7,0.5488995909690857
1686686530.479751,8,0.5513089895248413
1686686536.3113058,9,0.551716148853302
1686686542.0388896,10,0.548221230506897
1686686547.815393,11,0.5442705154418945
1686686553.7358656,12,0.546708345413208
1686686559.6035988,13,0.5408667922019958
1686686565.4741495,14,0.548318088054657
1686686571.2540689,15,0.5378494262695312
1686686577.228631,16,0.5413052439689636
1686686582.9487233,17,0.5408939123153687
1686686588.6263108,18,0.5368226766586304
1686686594.3895428,19,0.5411906838417053
1686686600.1458774,20,0.530048131942749
1686686605.861876,21,0.5309695601463318
1686686611.6312919,22,0.5289781093597412
1686686617.5101936,23,0.5250568985939026
1686686623.1549637,24,0.5251040458679199
1686686628.8868854,25,0.5224378108978271
1686686634.6492143,26,0.5188348293304443
1686686640.3669713,27,0.5203050971031189
1686686646.046627,28,0.5131734013557434
1686686651.8700602,29,0.5119094252586365
1686686657.5712707,30,0.5094666481018066
1686686663.394528,31,0.5102089643478394
1686686669.108636,32,0.5030558109283447
1686686674.7844162,33,0.49740564823150635
1686686681.0159276,34,0.49930381774902344
1686686686.8256116,35,0.49708622694015503
1686686692.4548974,36,0.48635169863700867
1686686698.0935428,37,0.4896305203437805
1686686703.7601721,38,0.48483556509017944
1686686709.3600063,39,0.4773600399494171
1686686715.048781,40,0.48033079504966736
1686686720.702287,41,0.4929351508617401
1686686726.2956333,42,0.49650838971138
1686686731.8653028,43,0.47137635946273804
1686686737.4916506,44,0.47940921783447266
1686686743.246252,45,0.47319525480270386
1686686748.8142185,46,0.4758935272693634
1686686754.3926919,47,0.4672429859638214
1686686759.9471095,48,0.45820316672325134
1686686765.6516407,49,0.45580771565437317
1686686771.1640124,50,0.45530083775520325
1686686776.822981,51,0.4671461284160614
1686686782.393872,52,0.4582292437553406
1686686787.9459786,53,0.4539085626602173
1686686793.4542542,54,0.4583170711994171
1686686798.9643655,55,0.4503302574157715
1686686804.517713,56,0.4578999876976013
1686686810.1172152,57,0.45252013206481934
1686686815.5318992,58,0.454691618680954
1686686820.9544969,59,0.44990283250808716
1686686826.5406363,60,0.44304853677749634
1686686832.0948358,61,0.4597055912017822
1686686837.7128654,62,0.4398663640022278
1686686843.4739058,63,0.43637385964393616
1686686849.0115151,64,0.443449467420578
1686686854.526924,65,0.4385494589805603
1686686860.1891983,66,0.45481446385383606
1686686865.7125509,67,0.4359707534313202
1686686871.2715912,68,0.43647950887680054
1686686876.8523068,69,0.44142165780067444
1686686882.3695116,70,0.43419352173805237
1686686888.026234,71,0.4384421706199646
1686686893.615512,72,0.4341846704483032
1686686899.2179937,73,0.43680721521377563
1686686904.764985,74,0.4291420578956604
1686686910.3326828,75,0.4267366826534271
1686686915.874955,76,0.42823511362075806
1686686921.3044755,77,0.433768630027771
1686686926.846031,78,0.4330664873123169
1686686932.340914,79,0.4310835599899292
1686686937.9168563,80,0.4332784116268158
1686686943.3758595,81,0.441602498292923
1686686948.931974,82,0.439089298248291
1686686954.2795558,83,0.42325472831726074
1686686960.0223927,84,0.43542712926864624
1686686965.5692408,85,0.4252622127532959
1686686971.1148417,86,0.4288519620895386
1686686976.7299075,87,0.424863338470459
1686686982.2188592,88,0.4222607910633087
1686686987.9024868,89,0.4191514849662781
1686686993.4362524,90,0.43525463342666626
1686686998.93744,91,0.42428940534591675
1686687004.4073632,92,0.4228993058204651
1686687009.9568632,93,0.4257470667362213
1686687015.5176768,94,0.4320109486579895
1686687020.8760092,95,0.4221131503582001
1686687026.734693,96,0.41934531927108765
1686687032.2232885,97,0.4190784990787506
1686687037.6975293,98,0.4179554283618927
1686687043.24198,99,0.42421916127204895
1686687048.855991,100,0.4191814363002777
1686687054.3662772,101,0.413585364818573
1686687060.042999,102,0.41472020745277405
1686687065.8538392,103,0.4182882010936737
1686687071.42246,104,0.4194880425930023
1686687076.8449154,105,0.415561705827713
