Wall time,Step,Value
1686666362.568526,1,0.6936236619949341
1686666365.9254391,2,0.6931159496307373
1686666369.3501096,3,0.6930139064788818
1686666372.867207,4,0.6927453279495239
1686666376.2904103,5,0.6921886205673218
1686666379.710405,6,0.6919854879379272
1686666383.3060875,7,0.6912854909896851
1686666386.8999171,8,0.6898265480995178
1686666390.9918234,9,0.6618654727935791
1686666394.89704,10,0.6278594732284546
1686666398.733104,11,0.6157777309417725
1686666402.7438142,12,0.5986499190330505
1686666406.8130765,13,0.6190511584281921
1686666410.7786658,14,0.5982896685600281
1686666414.7988327,15,0.6043041348457336
1686666418.8197095,16,0.5933027863502502
1686666422.9165268,17,0.594224214553833
1686666427.0013819,18,0.6002832651138306
1686666431.1236913,19,0.5826280117034912
1686666435.526398,20,0.5779911279678345
1686666439.8316782,21,0.6025681495666504
1686666444.1047122,22,0.5924185514450073
1686666448.307407,23,0.5846145749092102
1686666452.5310519,24,0.5926712155342102
1686666456.6435082,25,0.5842980742454529
1686666460.7512403,26,0.5778483748435974
1686666464.84295,27,0.5767403244972229
1686666468.9438145,28,0.5730131268501282
1686666473.145997,29,0.5716524720191956
1686666477.29941,30,0.5772490501403809
1686666481.5463629,31,0.5531297326087952
1686666485.6035478,32,0.5558566451072693
1686666489.655285,33,0.5688329339027405
1686666493.7927804,34,0.5553377270698547
1686666497.882826,35,0.5541391968727112
1686666501.9112089,36,0.5562499761581421
1686666505.8604455,37,0.560483992099762
1686666509.889754,38,0.561403751373291
1686666514.029989,39,0.5692916512489319
1686666518.033061,40,0.5407763123512268
1686666522.0927842,41,0.5571233034133911
1686666526.1703126,42,0.5593471527099609
1686666530.2624156,43,0.5560135841369629
1686666534.3774717,44,0.5524764657020569
1686666538.444985,45,0.5485032796859741
1686666542.4251022,46,0.5622432231903076
1686666546.408956,47,0.558993399143219
1686666550.322882,48,0.557559609413147
1686666554.222961,49,0.5464004874229431
1686666558.118022,50,0.5608929395675659
1686666562.28019,51,0.5562217235565186
1686666566.2285495,52,0.5487099289894104
1686666570.1056283,53,0.5530858635902405
1686666574.196828,54,0.5558074712753296
1686666578.1509147,55,0.545379102230072
1686666582.2296047,56,0.5617196559906006
1686666586.1211925,57,0.5558702945709229
1686666590.023551,58,0.5568073391914368
1686666593.909242,59,0.5503097176551819
1686666597.8897963,60,0.5473735332489014
1686666601.87829,61,0.5506516695022583
1686666605.7246048,62,0.5507612228393555
1686666609.8941615,63,0.5526701211929321
1686666613.8399057,64,0.5518118143081665
1686666617.830183,65,0.5530356764793396
1686666622.0167572,66,0.5598741769790649
1686666625.8602412,67,0.5532679557800293
1686666629.874132,68,0.5453595519065857
1686666633.7864218,69,0.554180383682251
1686666637.767246,70,0.5617033243179321
1686666641.7129035,71,0.5541293621063232
1686666645.7955573,72,0.546728789806366
1686666649.8706915,73,0.5579116940498352
1686666653.7690248,74,0.559689462184906
1686666657.6559086,75,0.5496881604194641
1686666661.723226,76,0.5620034337043762
1686666665.7503047,77,0.5611369609832764
1686666669.5940912,78,0.555302619934082
1686666673.5913327,79,0.5619962215423584
1686666677.5149174,80,0.5550444722175598
1686666681.526957,81,0.562293291091919
1686666685.3887222,82,0.5495334267616272
1686666689.2830026,83,0.5549138784408569
1686666693.1440418,84,0.5557147264480591
1686666697.0497072,85,0.5610314011573792
1686666700.925684,86,0.5558291673660278
1686666704.7737558,87,0.554931104183197
1686666708.6340501,88,0.5578010678291321
1686666712.6591017,89,0.5582455396652222
1686666716.5311565,90,0.5636612772941589
1686666720.4128366,91,0.5603700280189514
1686666724.3415527,92,0.5624255537986755
1686666728.3054838,93,0.5566463470458984
1686666732.028326,94,0.5508337616920471
1686666736.0091689,95,0.5606908202171326
1686666739.8543165,96,0.5614452958106995
1686666743.8940554,97,0.5658887624740601
1686666747.77925,98,0.5453811287879944
1686666751.6380439,99,0.5506645441055298
1686666755.5535622,100,0.5603060722351074
1686666759.449085,101,0.5537929534912109
1686666763.528252,102,0.55381840467453
1686666767.4609156,103,0.5580059885978699
1686666771.3055885,104,0.5532938838005066
1686666775.2994645,105,0.5442869663238525
1686666779.3031871,106,0.5451685786247253
1686666783.0937228,107,0.5501313805580139
1686666787.1533906,108,0.5557675957679749
1686666790.8931184,109,0.5562629103660583
1686666794.7507842,110,0.5561496019363403
1686666798.590865,111,0.5473172068595886
1686666802.577587,112,0.5516344308853149
1686666806.6048687,113,0.5540015697479248
1686666810.412954,114,0.5504165887832642
1686666814.3240583,115,0.549757719039917
1686666818.1851187,116,0.5438138246536255
1686666822.0933876,117,0.5503255724906921
1686666825.9077132,118,0.5497305989265442
1686666829.7962074,119,0.5569912791252136
1686666833.7198687,120,0.5511139631271362
1686666837.5444577,121,0.5427709221839905
1686666841.3512502,122,0.5508038997650146
1686666845.273852,123,0.5547406077384949
1686666849.10845,124,0.5504910945892334
1686666852.9603536,125,0.5562024116516113
1686666856.970975,126,0.5463808178901672
1686666860.8505678,127,0.5574579238891602
1686666864.8874905,128,0.5524415373802185
1686666868.8246093,129,0.552817165851593
1686666872.8447368,130,0.544106662273407
1686666876.7970767,131,0.5605155229568481
1686666880.6219313,132,0.5491756200790405
1686666884.6609595,133,0.5471413731575012
1686666888.684448,134,0.5526812076568604
1686666892.851389,135,0.5448886156082153
1686666896.893794,136,0.5508503913879395
1686666900.8094628,137,0.5473132133483887
1686666904.8826516,138,0.5515998601913452
1686666908.8180664,139,0.555961012840271
1686666912.9890924,140,0.5483838319778442
1686666917.1378791,141,0.5511614084243774
1686666921.3004467,142,0.5426996946334839
1686666925.4596624,143,0.5509753227233887
1686666929.4418542,144,0.5487807989120483
1686666933.6000175,145,0.5552432537078857
1686666937.7816238,146,0.5594767332077026
1686666941.915635,147,0.5402599573135376
1686666945.8212867,148,0.5555580854415894
1686666949.8269138,149,0.5529555678367615
1686666953.9523525,150,0.5466123223304749
1686666957.9435863,151,0.5499784350395203
1686666962.0678992,152,0.5542796850204468
1686666966.055786,153,0.5550389289855957
1686666970.0233483,154,0.5585173964500427
1686666974.057662,155,0.5430822372436523
1686666978.009916,156,0.551968514919281
1686666982.0515347,157,0.5488354563713074
1686666986.0545652,158,0.5626987814903259
1686666990.1335194,159,0.548315167427063
1686666994.1954587,160,0.5451180338859558
1686666998.223609,161,0.5580890774726868
1686667002.3915017,162,0.5514622330665588
1686667006.4451668,163,0.5511597990989685
1686667010.4073944,164,0.5481785535812378
1686667014.3544648,165,0.5460910797119141
1686667018.6078873,166,0.5481109023094177
1686667022.6944783,167,0.5537692904472351
1686667026.609839,168,0.5483600497245789
1686667030.6980362,169,0.5504028797149658
1686667034.5911357,170,0.5466533899307251
1686667038.5435765,171,0.5502752661705017
1686667042.5327702,172,0.5530698895454407
1686667046.7045493,173,0.5545625686645508
1686667050.6520343,174,0.5539790391921997
1686667054.6827931,175,0.5515442490577698
1686667058.8802571,176,0.5531763434410095
1686667063.075159,177,0.5468853712081909
1686667067.1256166,178,0.5506848692893982
1686667071.1650965,179,0.5464924573898315
1686667075.1216698,180,0.5588516592979431
1686667079.0641305,181,0.5565153956413269
1686667083.0349028,182,0.5487194657325745
1686667087.1167545,183,0.5516374707221985
1686667091.0950546,184,0.5560430288314819
1686667095.0980062,185,0.557934045791626
1686667098.9638157,186,0.5412298440933228
1686667103.0042653,187,0.5485277771949768
1686667106.9441483,188,0.5497632622718811
1686667110.9373877,189,0.5425440669059753
1686667114.8395255,190,0.5530622005462646
1686667118.9302666,191,0.5514547824859619
1686667122.9712994,192,0.5531246662139893
1686667127.068135,193,0.5637688040733337
1686667131.4455264,194,0.5553754568099976
1686667135.5932527,195,0.565035343170166
1686667139.8802154,196,0.5640192031860352
1686667144.2616243,197,0.5589658617973328
1686667148.5156844,198,0.5579056143760681
1686667152.7010064,199,0.5641953349113464
1686667156.8248384,200,0.5614436864852905
1686667160.8782809,201,0.5538287162780762
1686667164.9341033,202,0.5560529828071594
1686667169.0864525,203,0.5543864965438843
1686667173.2026217,204,0.5531590580940247
1686667177.540484,205,0.5547877550125122
1686667181.7255864,206,0.5484994053840637
1686667185.8552976,207,0.5471805930137634
1686667189.9226418,208,0.5466931462287903
1686667194.0346239,209,0.5487872362136841
1686667197.9614408,210,0.5494190454483032
1686667202.1956787,211,0.5444191098213196
1686667206.2772765,212,0.5507417321205139
1686667210.3512716,213,0.5496401190757751
1686667214.5235484,214,0.5567460656166077
1686667218.5497246,215,0.5450526475906372
1686667222.6646729,216,0.5535250902175903
1686667226.7871685,217,0.542475163936615
1686667230.7644055,218,0.5457193851470947
1686667234.792692,219,0.5478298664093018
1686667238.9835274,220,0.5575034022331238
1686667243.1242018,221,0.5622408390045166
1686667247.2828765,222,0.5539600849151611
1686667251.271684,223,0.5600627660751343
1686667255.3626556,224,0.5537006258964539
1686667259.3472588,225,0.54339998960495
1686667263.4136631,226,0.5529845952987671
1686667267.305632,227,0.5569235682487488
1686667271.3275154,228,0.5514082312583923
1686667275.271762,229,0.558525025844574
1686667279.3107533,230,0.555094838142395
1686667283.5164468,231,0.5628094673156738
1686667287.586722,232,0.5563306212425232
1686667291.60693,233,0.5546447038650513
1686667295.6870751,234,0.5585830211639404
1686667299.5936875,235,0.5575975775718689
1686667303.6522262,236,0.5620028972625732
1686667307.7400715,237,0.5426539182662964
1686667311.6637688,238,0.5471501350402832
1686667315.8034256,239,0.5514835715293884
1686667319.6774423,240,0.5593010783195496
1686667323.5454593,241,0.566862940788269
1686667327.6692312,242,0.559404194355011
1686667331.6462705,243,0.5521338582038879
1686667335.6151998,244,0.5534898638725281
1686667339.4665766,245,0.5604162216186523
1686667343.486507,246,0.5545644760131836
1686667347.4188726,247,0.5613001585006714
1686667351.3610609,248,0.5485286116600037
1686667355.198381,249,0.5576754212379456
1686667359.1565132,250,0.554787814617157
1686667363.1944294,251,0.5631224513053894
1686667367.1040058,252,0.5564388632774353
1686667370.956347,253,0.5515627861022949
1686667374.9410584,254,0.5597280263900757
1686667378.7725961,255,0.5602114200592041
1686667382.7285657,256,0.562166690826416
1686667386.6821072,257,0.5487667918205261
1686667390.7014253,258,0.5606986880302429
1686667394.760886,259,0.5537890791893005
1686667398.7564511,260,0.5557888746261597
1686667402.6190193,261,0.5496445894241333
1686667406.463792,262,0.5548326969146729
1686667410.35548,263,0.5516440868377686
1686667414.497223,264,0.5551891326904297
1686667418.4480941,265,0.5663489699363708
1686667422.599028,266,0.5601796507835388
1686667426.573762,267,0.5473554730415344
1686667430.5632644,268,0.5545293688774109
1686667434.5531151,269,0.5490846633911133
1686667438.6669438,270,0.5485350489616394
1686667442.859573,271,0.554761528968811
